name,cuisine,DietaryRestrictions,latitude,longitude,phone,rating
"Salt- Indian Restaurant, Bar & Grill",Indian Asian Diner      ,Vegetarian Friendly Vegan Options  ,12.996155,77.695724,+91 91637 11718,4
KOKO Bengaluru,Chinese Japanese Bar Sushi Asian    ,   ,12.960377,77.64792,+91 98443 04747,4.5
The Glass House - Deli Bistro Bar,International European       ,Vegetarian Friendly Gluten Free Options  ,12.970136,77.597404,+91 80 6541 9999,4
Tandoori Taal,Indian Asian Diner      ,Vegetarian Friendly Vegan Options  ,12.969953,77.63812,+91 80 4369 2670,4
Nagarjuna Indiranagar,Indian        ,Vegetarian Friendly Vegan Options Halal ,12.977395,77.636566,+91 80 4280 0900,4
Collage By Toscano,Italian Indian Pizza European Asian    ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.956326,77.731766,+91 81979 96330,4
By The Blue,Indian        ,Vegetarian Friendly Vegan Options  ,12.929167,77.62816,+91 80 4512 1212,4.5
Gold Rush Brews,American Brew Pub Bar Cafe Pub Beer restaurants   ,Vegetarian Friendly Vegan Options  ,13.021325,77.711,+91 98459 20832,5
Sly Granny,Bar Pub       ,Vegetarian Friendly   ,12.970569,77.64641,+91 88844 98120,4
Sri Guru Kottureshwara Davangere Benne Dosa,Indian        ,   ,12.97735,77.62651,+91 96861 39956,4
La Casa,Italian Indian Bar International Spanish Asian Pub  ,Vegetarian Friendly Vegan Options  ,12.904213,77.67579,64535930,4
Hotel Fanoos Restaurant,Indian Fast Food Asian      ,Halal   ,12.9644,77.60665,+91 80 6583 8266,4
Stone Street by BHIVE,Bar Cafe International Asian Pub Eastern European   ,   ,12.916019,77.61591,+91 96324 52266,5
Hi Seoul,Asian Korean       ,Vegetarian Friendly   ,13.02384,77.65248,+91 80 4093 4000,4.5
Baluchi,Indian Asian       ,Vegetarian Friendly Vegan Options Halal Gluten Free Options,13.00457,77.58664,+91 80 3052 7777,4.5
Ente Keralam,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.975565,77.61694,+91 80 3242 1002,4
Mango Trees,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.97415,77.62963,+91 80882 29500,4
Konark Vegetarian Restaurant,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.98247,77.60751,+91 80 4146 4564,4
The Pizza Bakery,Italian Pizza European Neapolitan Beer restaurants    ,Vegetarian Friendly Vegan Options  ,12.970265,77.64469,+91 80 2520 2225,4.5
InAzia,Thai        ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.989223,77.729996,+91 8071 008 223,5
The Trinity Square,Italian Indian Cafe Barbecue Asian    ,Vegetarian Friendly   ,12.973308,77.61967,+91 80666 04266,5
Ministry of Food,Indian Asian       ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.94847,77.64555,+91 80667 99999,4.5
24x7 in Lalit Ashok,Indian International European Asian     ,Vegetarian Friendly Vegan Options Halal Gluten Free Options,12.991908,77.58191,+91 80 3052 7777,4.5
Coconut Grove,Brew Pub Contemporary Pub      ,Vegetarian Friendly Vegan Options  ,12.975219,77.604416,+91 80 2559 6262,4
"Barbeque Nation - Jp Nagar, Bangalore",Indian Barbecue       ,Vegetarian Friendly Vegan Options  ,12.906417,77.5968,+91 80671 83539,4.5
Village - The Soul Of India,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.98745,77.60284,+91 80 4328 3012,3.5
Hyderabadi Biryani,Indian Asian       ,Halal   ,12.966143,77.614365,+91 80 6597 9203,4
Portland Grill & Cafe,Steakhouse International European      ,Vegetarian Friendly   ,12.970278,77.6148,+91 80 2559 3405,4
Feast,Indian European Asian      ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.9891,77.7298,+91 80 4965 3214,5
Meghana Foods,Indian Asian       ,Vegetarian Friendly Halal  ,12.973072,77.60913,+91 80 4130 8080,4
Monkey Bar,Bar Pub       ,Vegetarian Friendly   ,12.97037,77.64531,+91 80 4411 4455,4
District 6,Brew Pub        ,Vegetarian Friendly Vegan Options Gluten Free Options ,13.01227,77.55459,+91 96864 33666,4
Blue Ginger,Asian Vietnamese       ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.984807,77.58398,+91 80666 05660,4.5
Iyer Mess,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.99923,77.57287,+91 80 2334 3418,4
Sanadige Bengaluru,Indian Seafood       ,Vegetarian Friendly Vegan Options  ,12.97452,77.60409,+91 80 4129 1300,4.5
BLR Brewing Co. - Whitefield,Italian Japanese Indian Sushi Asian    ,   ,12.969214,77.700386,+91 8071 174 545,5
Hotel Kadamba Veg,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.96109,77.55797,,4
Brewsky,Indian Bar International Pub     ,Vegetarian Friendly   ,12.906599,77.58961,+91 96633 00869,4
Pasta Street,Italian Pizza European Wine Bar     ,Vegetarian Friendly Vegan Options  ,12.967121,77.641624,+91 80 4850 1500,4.5
The Krishna Grand,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.921422,77.57117,+91 80 2671 1192,4
Karama,Indian Middle Eastern       ,Vegetarian Friendly Vegan Options Halal ,12.999722,77.61612,+91 80 4114 4148,3.5
"South Ruchis Square, Organic Fine Dine Restaurant",Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.98402,77.58618,+91 70221 41080,4.5
The Polo Club (The Oberoi),Bar European       ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.9736,77.618355,+91 80 2558 5858,4.5
FARMLORE,        ,Vegetarian Friendly   ,13.127347,77.639465,+91 98845 79214,4.5
GYLT,Italian American European Asian Grill Healthy   ,   ,13.05822,77.67198,+91 96866 16930,4.5
Malgudi Tiffin Centre,Indian Asian       ,Vegetarian Friendly Vegan Options  ,13.200833,77.70864,+91 92430 94171,3.5
Vembanad,Indian Seafood       ,Vegetarian Friendly Vegan Options  ,12.953633,77.639244,+91 80 4047 7777,4.5
Roxie,Italian Indian European Asian     ,   ,12.915209,77.66582,+91 80 4736 0000,3.5
Mavalli Tiffin Room (MTR),Indian Asian       ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.980563,77.64064,+91 80 4169 0688,4
Red Rhino Craft Brewery and Inspired Kitchen,Brew Pub Asian       ,Vegetarian Friendly Vegan Options  ,13.024822,77.76136,+91 80 4716 3315,4.5
One8 Commune,Indian Japanese Fusion       ,   ,12.9761,77.59897,+91 79 4742 3044,5
Cafe Palmyra,Indian Bar International Asian     ,Vegan Options   ,12.964165,77.739586,+91 87928 19630,5
The Higher Taste,Indian International Asian Fusion Healthy    ,Vegetarian Friendly Vegan Options Gluten Free Options ,13.009345,77.55132,+91 80 2357 5333,4.5
Glen's Bakehouse,Italian Cafe Fast Food Asian     ,Vegetarian Friendly Vegan Options  ,12.969899,77.5975,+91 80 4112 4894,4
Mikusu,Chinese Japanese Sushi Asian Thai    ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.975367,77.62038,+91 96115 28755,5
Angeethi,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.975288,77.60276,+91 80 4111 3340,4
NH 8,Indian        ,Vegetarian Friendly Vegan Options  ,12.973267,77.64683,+91 80886 00600,4
Olive Beach,Italian Mediterranean European      ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.966893,77.60811,+91 80 4112 8400,4
Jamavar,Indian Asian       ,Vegetarian Friendly Vegan Options Halal Gluten Free Options,12.960224,77.64851,+91 80 2521 1234,4.5
The Bangalore Cafe,Indian Healthy       ,Vegetarian Friendly Vegan Options  ,12.95218,77.59066,+91 95915 41023,4.5
The Royal Afghan,Indian Afghan       ,Vegetarian Friendly Vegan Options Halal Gluten Free Options,12.994152,77.58611,+91 80 2226 9898,5
Hard Rock Cafe,American Bar Cafe Pub     ,   ,12.976119,77.60156,+91 80-4124-2222,4
46 Ounces Brewgarden,Italian Indian Brew Pub International Asian    ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.849965,77.65787,+91 74063 54646,5
MTR - Mavalli Tiffin Rooms,Indian        ,Vegetarian Friendly Vegan Options  ,12.911779,77.59906,+91 80 2658 6633,4
Ballal Residency Resturant,Indian Asian       ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.9682,77.60067,+91 80 2559 7277,4
Windmills Craftworks,American Indian Bar      ,Vegetarian Friendly Vegan Options  ,12.982444,77.721855,+91 80 4521 7761,4.5
The Fisherman's Wharf,Indian Bar Seafood International Asian    ,Vegetarian Friendly Vegan Options Halal Gluten Free Options,12.914457,77.66628,+91 98440 80000,4
The Reservoire,Italian Chinese American Indian Bar Pizza Pub  ,Vegetarian Friendly   ,12.93343,77.62226,+91 91489 09148,4.5
Fenny's,Italian Bar Pizza International European Pub   ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.935082,77.61356,+91 80 4128 2428,4
Layla,Lebanese Bar Mediterranean Healthy Middle Eastern Israeli   ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.987573,77.73349,+91 8071 117 234,5
GoNative,Indian        ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.922494,77.58476,+91 80 2664 2552,4.5
The Hole in The Wall Cafe,American Cafe Fast Food International British    ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.934696,77.62547,+91 80 4094 9490,4
b Cafe,Chinese Indian Cafe Asian     ,Vegetarian Friendly Vegan Options Halal Gluten Free Options,12.991673,77.588264,+91 80 4512 6420,5
Smoke House Deli Indiranagar,Italian International European Deli Gastropub    ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.965558,77.6413,+91 92230 99349,4
Biergarten Brewery & Kitchen,Indian Bar Pub      ,Vegetarian Friendly Vegan Options  ,12.982443,77.708626,+91 80 4965 2776,4
Alto Vino,Italian European       ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.979718,77.72838,+91 80 4943 5000,5
Terracotta,Indian        ,Vegetarian Friendly Vegan Options Halal Gluten Free Options,12.987096,77.73743,+91 89044 89150,4.5
Karavalli @ Taj,Indian Seafood       ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.972159,77.60883,+91 80666 04519,5
"Thyme & Whisk, Electronic City",Italian Mexican Chinese Indian Asian    ,   ,12.840199,77.653404,+91 80886 99722,5
Nasi and Mee,Chinese Asian Thai Indonesian Singaporean Malaysian   ,Vegetarian Friendly Vegan Options  ,12.935003,77.62918,+91 80 4151 3456,4
ShakesBierre - Brewpub & Kitchen,Indian Brew Pub Bar International Pub    ,Vegetarian Friendly Vegan Options  ,12.970855,77.60756,+91 97401 70534,4.5
The Pump House,Indian Brew Pub Bar Pub     ,Vegetarian Friendly Vegan Options  ,12.906667,77.58222,+91 96061 27666,4.5
Tim Tai,Chinese Asian Thai Burmese Shanghai Central Asian   ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.933714,77.622475,+91 72041 98888,4
The Rasoiya Street,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.912308,77.64305,+91 80 4965 3003,4
Onesta,Italian Pizza       ,Vegetarian Friendly Vegan Options  ,12.92339,77.5197,+91 80 6900 0302,4
Courtyard Cafe,Italian Mexican American      ,   ,12.958756,77.59311,+91 80 4012 4484,4.5
Nasi and Mee,Japanese Asian Thai Singaporean Malaysian Shanghai   ,Vegetarian Friendly Vegan Options  ,12.9833,77.5833,,4
BAREBONES-THE BALCONY BAR,Chinese Pizza Pub      ,Vegetarian Friendly Vegan Options  ,12.980075,77.64061,+91 91649 91199,4
Rajdhani Thali,Indian Asian       ,Vegetarian Friendly Vegan Options  ,13.03229,77.65009,+91 80 3291 9222,4
Salvadores,Italian Mediterranean European Wine Bar     ,   ,12.973298,77.61132,+91 80 2558 4945,4.5
Paranda,Indian        ,Vegetarian Friendly Vegan Options Gluten Free Options ,13.029356,77.54064,+91 80669 00111,4.5
Nagarjuna,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.933619,77.62123,+91 80 4099 6000,4
Foo Brigade Road,Chinese Bar Sushi Asian     ,   ,12.972448,77.60686,+91 93217 07545,4.5
Flechazo,Indian Mediterranean Asian      ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.974346,77.69732,+91 99010 26561,4
Ramana's,Indian Asian       ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.99039,77.58905,+91 80 2226 3200,4
Habibi Falafel,Lebanese Mediterranean Middle Eastern Israeli Arabic    ,   ,12.929568,77.63426,+91 96325 08844,4.5
Anjappar,Indian Asian       ,Vegetarian Friendly Vegan Options Halal ,12.932116,77.62297,+91 80 2553 4477,4
Samskruthi Restaurant,Chinese Indian Cafe      ,   ,12.94369,77.58539,+91 96636 84499,3.5
Brahmins Thatte Idly,Indian        ,Vegetarian Friendly Vegan Options  ,13.03695,77.57334,+91 99006 44777,4
Taawoon Restaurant,Italian Mexican Chinese Indian Seafood Arabic   ,   ,13.064565,77.64827,+91 85999 97711,4.5
"3Bs - Buddies, Bar & Barbecues",Indian Bar Barbecue Asian     ,Vegetarian Friendly   ,12.949861,77.69905,+91 88804 22301,4
Bakasur,Indian Asian       ,Vegetarian Friendly Vegan Options Halal ,12.923171,77.66975,+91 1800 200 4525,3.5
Pebble,Chinese Indian Pizza Seafood Contemporary    ,   ,13.004661,77.58464,+91 74069 66415,4
Alchemy,        ,   ,12.96583,77.60936,+91 80 4141 4000,4
Barbeque Nation,Chinese Indian Barbecue Grill Soups    ,Vegetarian Friendly   ,13.00885,77.55446,+91 80 6902 8722,3.5
Woodstock Restaurant,Steakhouse        ,Vegetarian Friendly   ,12.98583,77.64501,66389035,4
Kava,American Indian European Asian     ,Vegetarian Friendly Vegan Options  ,12.926655,77.68159,+91 8071 203 040,4
Sutra,Indian Bar Pub      ,Vegetarian Friendly   ,12.99192,77.58224,+91 96869 48500,4.5
Peepai Kitchen & Brewery,Chinese Indian Pizza Fast Food Barbecue    ,   ,13.053069,77.593475,+91 96327 06699,3.5
Boteco,Brazilian International South American      ,   ,12.970496,77.6105,+91 87920 45444,4.5
Broadway - The Gourmet Theatre,Japanese Indian Sushi Asian     ,Vegetarian Friendly   ,12.923797,77.65152,+91 98458 56677,4
Urban Solace,International        ,Vegetarian Friendly Vegan Options  ,12.984953,77.61833,+91 80 2555 3656,4
3 Monkeys,Bar Pub       ,Vegetarian Friendly   ,12.992885,77.66123,+91 80669 09999,4
Indigo Live Music Bar,Indian Bar International Pub     ,Vegetarian Friendly   ,12.932889,77.61411,+91 80 2553 5330,4
Bamey's Restro Cafe,Chinese Asian Thai Nepali     ,Vegetarian Friendly   ,12.935849,77.61609,+91 80 4110 2071,4
Daily Sushi,Japanese Sushi Asian Korean     ,   ,12.906436,77.58724,+91 81471 23581,4.5
Here and Now,American Cafe       ,Vegetarian Friendly   ,12.913549,77.63827,1.08E+11,4.5
Quattro,Italian Mexican       ,   ,12.96878,77.602646,+91 98863 92000,5
Patios,Indian Asian Vietnamese      ,Vegetarian Friendly Vegan Options  ,12.924491,77.583885,+91 88849 99805,4
Go Native,Cafe Contemporary Fusion Soups     ,   ,13.004494,77.5817,,4
Upahara Darshini,Indian Fast Food Asian      ,Vegetarian Friendly Vegan Options  ,12.93288,77.58374,41210637,4
"Tasting Room, Bengaluru Oota Company",Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.972258,77.625946,+91 94483 02628,5
Sukh Sagar,Indian        ,Vegetarian Friendly Vegan Options  ,12.97625,77.57846,+91 80 2220 2555,4
Mani's Dum Biryani Indiranagar,Indian        ,Halal   ,12.96809,77.6517,+91 96064 41693,4.5
KA01 Rooftop Bar and Eats,Indian Bar Fast Food Pub Fusion    ,   ,12.967328,77.59391,+91 77609 11711,4.5
Taste Of Tibet,Chinese Indian Asian Tibetan     ,Vegetarian Friendly   ,12.973424,77.60698,+91 80 4147 8237,4.5
Lime Light,Chinese Indian International      ,Vegetarian Friendly Vegan Options  ,12.96027,77.64439,+91 96866 11406,4
Mani's Dum Biryani,Indian        ,Vegetarian Friendly Halal  ,13.00528,77.70836,+91 80 4300 6111,4
Tease,Indian Bar Fast Food International Pub    ,   ,12.98404,77.73724,+91 80669 33333,4.5
Thyme & Whisk,        ,   ,12.91842,77.58361,+91 80 4097 7577,4
Samaroh,Indian        ,Vegetarian Friendly Vegan Options  ,12.970631,77.59972,+91 98867 33600,4.5
Peacock,Indian Asian       ,Vegetarian Friendly   ,12.9832,77.6406,+91 96863 77667,3.5
Kaapi Katte,Indian Cafe       ,Vegetarian Friendly Vegan Options  ,12.9164,77.52061,+91 97390 93222,4.5
Cafe Noir,French Cafe European      ,Vegetarian Friendly Vegan Options  ,12.97768,77.74289,+91 80672 66099,3.5
Via Milano,Italian Pizza International European     ,Vegetarian Friendly Vegan Options  ,12.925526,77.635796,+91 80 4130 9997,4
Andhra Kafe,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.988889,77.726524,+91 80 2841 0222,3.5
Green Park Restaurant,Asian        ,   ,13.10887,77.60355,28566539,4.5
Chichabas Taj,Indian        ,Vegetarian Friendly Halal  ,13.000374,77.61738,+91 80 4161 8888,4
IDC Kitchen,Indian        ,   ,12.99624,77.57635,+91 70226 49471,5
Jalsa Gold Restaurant,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.938723,77.69515,+91 80 4965 3456,4
MARRIOT BONVOI,International Asian       ,Vegetarian Friendly Vegan Options Halal ,13.00508,77.74009,+91 80667 07777,4.5
Konark,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.968902,77.60194,+91 80 4124 8812,4
Khandani Rajdhani,Indian        ,Vegetarian Friendly Vegan Options  ,12.96843,77.59477,+91 80 2213 3400,4.5
The Punjabi Rasoi,Indian Asian       ,Vegetarian Friendly Vegan Options  ,12.981223,77.640495,+91 80 4128 5353,4
Tipsy Bull - The Bar Exchange,Bar Pub       ,   ,12.9649,77.64167,+91 98869 84357,3.5
Big Barrel Microbrewery,Brew Pub Pub       ,   ,12.904083,77.50798,063664 66444,5
Nagarjuna Chimney,Indian        ,Vegetarian Friendly Vegan Options  ,12.93273,77.58777,+91 80 2664 9944,4
Cafe Mozaic,Indian Cafe International Asian     ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.973839,77.61964,+91 80666 04444,4
La Tapenade Mediterranean Cafe,Mediterranean        ,Vegetarian Friendly Vegan Options  ,13.20095,77.71034,,4
Galito's,African Arabic       ,   ,12.9077,77.601166,+91 80 3351 2981,4.5
Oia,Indian International Pub Gastropub     ,   ,13.022439,77.63055,+91 96060 31145,3
Meghana Foods,Indian Asian       ,Vegetarian Friendly Halal  ,12.926242,77.584564,+91 80 2244 8080,4
Earth Kitchen,Indian Mediterranean Middle Eastern      ,   ,13.1618,77.46827,+91 99166 68738,4.5
Imperial Restaurant,Indian Asian       ,Vegetarian Friendly Halal  ,12.97303,77.60931,+91 80 2591 3738,4
Galito's Flame Grilled Chicken,African Portuguese       ,Vegetarian Friendly   ,12.976843,77.72563,+91 80 4641 1411,4.5
Sri Saravana Bhavan,        ,   ,12.98351,77.60667,+91 80 2559 1665,4.5
Golden Oak,Italian Chinese Indian Asian     ,Vegetarian Friendly   ,12.93744,77.58293,+91 80 4333 5333,4
Saga,Indian International Asian      ,Vegan Options   ,13.04244,77.58865,,4
Ithaca,Indian        ,Vegetarian Friendly Vegan Options  ,12.96839,77.60097,+91 80 4141 4212,4.5
Hotel Aditya,        ,   ,13.0132,77.54494,+91 97310 15011,4.5
Au Bon Pain,Cafe        ,   ,12.94169,77.55018,+91 80 6547 5313,3.5
Pasta Street,Italian Pizza European Wine Bar     ,Vegetarian Friendly Vegan Options  ,12.988341,77.593956,+91 80 4097 6578,4.5
Banjara Melting Pot,Indian Asian Healthy      ,Vegetarian Friendly Vegan Options Gluten Free Options ,12.99045,77.59163,+91 80 4123 1772,4.5
Spice It Restaurant,Indian International Asian      ,Vegetarian Friendly Vegan Options  ,12.930018,77.6836,+91 80667 00600,4
Biergarten,        ,   ,12.93296,77.61348,+91 80 4965 3208,4.5
Kobe Sizzlers,International        ,Vegetarian Friendly   ,12.970171,77.60999,+91 80 6560 0872,3.5
Bangalore Brew Works,Bar Pub       ,Vegetarian Friendly   ,12.968348,77.601685,+91 97407 04422,4
Chulha Chowki Da Dhaba,Chinese Indian Asian      ,Vegetarian Friendly Vegan Options  ,12.964537,77.71584,+91 80 3232 7799,4
Restaurant Chef Pillai,Indian Asian       ,   ,12.995019,77.69742,+91 89431 50000,3
